lead_id,company,niche,city_country,website_or_profile,contact_channel,contact_person_or_role,public_source_url,pain_hypothesis,personalization_angle,offer_fit_score_1_5,status,owner_profile,last_touch_date,next_action,next_action_due,reply_summary,demo_datetime,proposal_package,payment_status,delivery_handoff_status,notes
L097,Пластиковые окна в Москве с установкой,окна,"Москва, Россия",https://okno.ru/,сайт/профиль с публичной формой или контактами,администратор/владелец (роль; персональные данные не собирались),https://okno.ru/,расчёт требует параметров и замера; бот может принять первичные размеры/адрес/срок,"показать сценарий расчёта/замера: тип окна, размеры, адрес, срок",4,new,lead-research-agent,,"Перед касанием вручную открыть публичный источник, подтвердить актуальность и использовать только approved outreach-script; сейчас не отправлять.",2026-06-13,,,,,,Публичный источник из web search; телефоны/email/имена не копировались.
L098,Пластиковые окна от производителя,окна,"Москва, Россия",https://okna2-0.ru/,сайт/профиль с публичной формой или контактами,администратор/владелец (роль; персональные данные не собирались),https://okna2-0.ru/,расчёт требует параметров и замера; бот может принять первичные размеры/адрес/срок,"показать сценарий расчёта/замера: тип окна, размеры, адрес, срок",4,new,lead-research-agent,,"Перед касанием вручную открыть публичный источник, подтвердить актуальность и использовать только approved outreach-script; сейчас не отправлять.",2026-06-13,,,,,,Публичный источник из web search; телефоны/email/имена не копировались.
L099,Пластиковые окна от производителя в Москве,окна,"Москва, Россия",https://www.mosokna.ru/,сайт/профиль с публичной формой или контактами,администратор/владелец (роль; персональные данные не собирались),https://www.mosokna.ru/,расчёт требует параметров и замера; бот может принять первичные размеры/адрес/срок,"показать сценарий расчёта/замера: тип окна, размеры, адрес, срок",4,new,lead-research-agent,,"Перед касанием вручную открыть публичный источник, подтвердить актуальность и использовать только approved outreach-script; сейчас не отправлять.",2026-06-13,,,,,,Публичный источник из web search; телефоны/email/имена не копировались.
L100,Пластиковые окна: заказать в Москве,окна,"Москва, Россия",https://okno.ooo/,WhatsApp публично указан,администратор/владелец (роль; персональные данные не собирались),https://okno.ooo/,расчёт требует параметров и замера; бот может принять первичные размеры/адрес/срок,"показать сценарий расчёта/замера: тип окна, размеры, адрес, срок",5,new,lead-research-agent,,"Перед касанием вручную открыть публичный источник, подтвердить актуальность и использовать только approved outreach-script; сейчас не отправлять.",2026-06-13,,,,,,Публичный источник из web search; телефоны/email/имена не копировались.
L101,20 MIN I Школа английского языка в телеграм,онлайн-школа,Россия / онлайн,https://20minschool.online/,онлайн-запись/форма заявки,администратор/владелец (роль; персональные данные не собирались),https://20minschool.online/,"лиды с рекламы/соцсетей задают повторяющиеся вопросы; бот может квалифицировать интерес, уровень и записать на пробный шаг",показать сценарий «цель обучения → уровень → удобное время → пробный урок/консультация»,5,new,lead-research-agent,,"Перед касанием вручную открыть публичный источник, подтвердить актуальность и использовать только approved outreach-script; сейчас не отправлять.",2026-06-13,,,,,,Публичный источник из web search; телефоны/email/имена не копировались.
L102,Курсы,онлайн-школа,Россия / онлайн,https://lk.clubpixel.ru/,онлайн-запись/форма заявки,администратор/владелец (роль; персональные данные не собирались),https://lk.clubpixel.ru/,"лиды с рекламы/соцсетей задают повторяющиеся вопросы; бот может квалифицировать интерес, уровень и записать на пробный шаг",показать сценарий «цель обучения → уровень → удобное время → пробный урок/консультация»,5,new,lead-research-agent,,"Перед касанием вручную открыть публичный источник, подтвердить актуальность и использовать только approved outreach-script; сейчас не отправлять.",2026-06-13,,,,,,Публичный источник из web search; телефоны/email/имена не копировались.
L103,Курсы английский онлайн обучение,онлайн-школа,Россия / онлайн,https://profieng.ru/,онлайн-запись/форма заявки,администратор/владелец (роль; персональные данные не собирались),https://profieng.ru/,"лиды с рекламы/соцсетей задают повторяющиеся вопросы; бот может квалифицировать интерес, уровень и записать на пробный шаг",показать сценарий «цель обучения → уровень → удобное время → пробный урок/консультация»,5,new,lead-research-agent,,"Перед касанием вручную открыть публичный источник, подтвердить актуальность и использовать только approved outreach-script; сейчас не отправлять.",2026-06-13,,,,,,Публичный источник из web search; телефоны/email/имена не копировались.
L104,Курсы программирования для детей,онлайн-школа,Россия / онлайн,https://foxford.ru/programming,онлайн-запись/форма заявки,администратор/владелец (роль; персональные данные не собирались),https://foxford.ru/programming,"лиды с рекламы/соцсетей задают повторяющиеся вопросы; бот может квалифицировать интерес, уровень и записать на пробный шаг",показать сценарий «цель обучения → уровень → удобное время → пробный урок/консультация»,5,new,lead-research-agent,,"Перед касанием вручную открыть публичный источник, подтвердить актуальность и использовать только approved outreach-script; сейчас не отправлять.",2026-06-13,,,,,,Публичный источник из web search; телефоны/email/имена не копировались.
L105,Обучение английскому языку онлайн в онлайн школе Lingua...,онлайн-школа,Россия / онлайн,https://lingua-airlines.ru/,онлайн-запись/форма заявки,администратор/владелец (роль; персональные данные не собирались),https://lingua-airlines.ru/,"лиды с рекламы/соцсетей задают повторяющиеся вопросы; бот может квалифицировать интерес, уровень и записать на пробный шаг",показать сценарий «цель обучения → уровень → удобное время → пробный урок/консультация»,5,new,lead-research-agent,,"Перед касанием вручную открыть публичный источник, подтвердить актуальность и использовать только approved outreach-script; сейчас не отправлять.",2026-06-13,,,,,,Публичный источник из web search; телефоны/email/имена не копировались.
L106,Онлайн курсы английского ЛингвоЛэнд,онлайн-школа,Россия / онлайн,https://lingvoland.online/,онлайн-запись/форма заявки,администратор/владелец (роль; персональные данные не собирались),https://lingvoland.online/,"лиды с рекламы/соцсетей задают повторяющиеся вопросы; бот может квалифицировать интерес, уровень и записать на пробный шаг",показать сценарий «цель обучения → уровень → удобное время → пробный урок/консультация»,5,new,lead-research-agent,,"Перед касанием вручную открыть публичный источник, подтвердить актуальность и использовать только approved outreach-script; сейчас не отправлять.",2026-06-13,,,,,,Публичный источник из web search; телефоны/email/имена не копировались.
L107,Онлайн курсы маркетинга,онлайн-школа,Россия / онлайн,https://skillbox.ru/marketing/,онлайн-запись/форма заявки,администратор/владелец (роль; персональные данные не собирались),https://skillbox.ru/marketing/,"лиды с рекламы/соцсетей задают повторяющиеся вопросы; бот может квалифицировать интерес, уровень и записать на пробный шаг",показать сценарий «цель обучения → уровень → удобное время → пробный урок/консультация»,5,new,lead-research-agent,,"Перед касанием вручную открыть публичный источник, подтвердить актуальность и использовать только approved outreach-script; сейчас не отправлять.",2026-06-13,,,,,,Публичный источник из web search; телефоны/email/имена не копировались.
L108,Онлайн курсы программирования,онлайн-школа,Россия / онлайн,https://skillbox.ru/code/,онлайн-запись/форма заявки,администратор/владелец (роль; персональные данные не собирались),https://skillbox.ru/code/,"лиды с рекламы/соцсетей задают повторяющиеся вопросы; бот может квалифицировать интерес, уровень и записать на пробный шаг",показать сценарий «цель обучения → уровень → удобное время → пробный урок/консультация»,5,new,lead-research-agent,,"Перед касанием вручную открыть публичный источник, подтвердить актуальность и использовать только approved outreach-script; сейчас не отправлять.",2026-06-13,,,,,,Публичный источник из web search; телефоны/email/имена не копировались.
L109,"Онлайн школа для взрослых и детей. Обучение в Zoom, Teams...",онлайн-школа,Россия / онлайн,https://www.toptutors.ru/,онлайн-запись/форма заявки,администратор/владелец (роль; персональные данные не собирались),https://www.toptutors.ru/,"лиды с рекламы/соцсетей задают повторяющиеся вопросы; бот может квалифицировать интерес, уровень и записать на пробный шаг",показать сценарий «цель обучения → уровень → удобное время → пробный урок/консультация»,5,new,lead-research-agent,,"Перед касанием вручную открыть публичный источник, подтвердить актуальность и использовать только approved outreach-script; сейчас не отправлять.",2026-06-13,,,,,,Публичный источник из web search; телефоны/email/имена не копировались.
L110,Онлайн школа программирования BrainGo,онлайн-школа,Россия / онлайн,https://braingo.ru/online,онлайн-запись/форма заявки,администратор/владелец (роль; персональные данные не собирались),https://braingo.ru/online,"лиды с рекламы/соцсетей задают повторяющиеся вопросы; бот может квалифицировать интерес, уровень и записать на пробный шаг",показать сценарий «цель обучения → уровень → удобное время → пробный урок/консультация»,5,new,lead-research-agent,,"Перед касанием вручную открыть публичный источник, подтвердить актуальность и использовать только approved outreach-script; сейчас не отправлять.",2026-06-13,,,,,,Публичный источник из web search; телефоны/email/имена не копировались.
L111,Онлайн-курсы английского языка для детей,онлайн-школа,Россия / онлайн,https://xn--80ailddc9bg.xn--p1ai/,онлайн-запись/форма заявки,администратор/владелец (роль; персональные данные не собирались),https://xn--80ailddc9bg.xn--p1ai/,"лиды с рекламы/соцсетей задают повторяющиеся вопросы; бот может квалифицировать интерес, уровень и записать на пробный шаг",показать сценарий «цель обучения → уровень → удобное время → пробный урок/консультация»,5,new,lead-research-agent,,"Перед касанием вручную открыть публичный источник, подтвердить актуальность и использовать только approved outreach-script; сейчас не отправлять.",2026-06-13,,,,,,Публичный источник из web search; телефоны/email/имена не копировались.
L112,Онлайн-школа «Улей»,онлайн-школа,Россия / онлайн,https://uley.io/,онлайн-запись/форма заявки,администратор/владелец (роль; персональные данные не собирались),https://uley.io/,"лиды с рекламы/соцсетей задают повторяющиеся вопросы; бот может квалифицировать интерес, уровень и записать на пробный шаг",показать сценарий «цель обучения → уровень → удобное время → пробный урок/консультация»,5,new,lead-research-agent,,"Перед касанием вручную открыть публичный источник, подтвердить актуальность и использовать только approved outreach-script; сейчас не отправлять.",2026-06-13,,,,,,Публичный источник из web search; телефоны/email/имена не копировались.
L113,Онлайн-школа Квантастика,онлайн-школа,Россия / онлайн,https://kvantastica.ru/,онлайн-запись/форма заявки,администратор/владелец (роль; персональные данные не собирались),https://kvantastica.ru/,"лиды с рекламы/соцсетей задают повторяющиеся вопросы; бот может квалифицировать интерес, уровень и записать на пробный шаг",показать сценарий «цель обучения → уровень → удобное время → пробный урок/консультация»,5,new,lead-research-agent,,"Перед касанием вручную открыть публичный источник, подтвердить актуальность и использовать только approved outreach-script; сейчас не отправлять.",2026-06-13,,,,,,Публичный источник из web search; телефоны/email/имена не копировались.
L114,Онлайн-школа Тетрика,онлайн-школа,Россия / онлайн,https://tetrika-school.ru/,онлайн-запись/форма заявки,администратор/владелец (роль; персональные данные не собирались),https://tetrika-school.ru/,"лиды с рекламы/соцсетей задают повторяющиеся вопросы; бот может квалифицировать интерес, уровень и записать на пробный шаг",показать сценарий «цель обучения → уровень → удобное время → пробный урок/консультация»,5,new,lead-research-agent,,"Перед касанием вручную открыть публичный источник, подтвердить актуальность и использовать только approved outreach-script; сейчас не отправлять.",2026-06-13,,,,,,Публичный источник из web search; телефоны/email/имена не копировались.
L115,Онлайн-школа иностранных языков,онлайн-школа,Россия / онлайн,https://online-london.com/,онлайн-запись/форма заявки,администратор/владелец (роль; персональные данные не собирались),https://online-london.com/,"лиды с рекламы/соцсетей задают повторяющиеся вопросы; бот может квалифицировать интерес, уровень и записать на пробный шаг",показать сценарий «цель обучения → уровень → удобное время → пробный урок/консультация»,5,new,lead-research-agent,,"Перед касанием вручную открыть публичный источник, подтвердить актуальность и использовать только approved outreach-script; сейчас не отправлять.",2026-06-13,,,,,,Публичный источник из web search; телефоны/email/имена не копировались.
L116,Онлайн-школа иностранных языков Anecole,онлайн-школа,Россия / онлайн,https://anecole.com/,онлайн-запись/форма заявки,администратор/владелец (роль; персональные данные не собирались),https://anecole.com/,"лиды с рекламы/соцсетей задают повторяющиеся вопросы; бот может квалифицировать интерес, уровень и записать на пробный шаг",показать сценарий «цель обучения → уровень → удобное время → пробный урок/консультация»,5,new,lead-research-agent,,"Перед касанием вручную открыть публичный источник, подтвердить актуальность и использовать только approved outreach-script; сейчас не отправлять.",2026-06-13,,,,,,Публичный источник из web search; телефоны/email/имена не копировались.
L117,Онлайн-школа программирования для детей от 5 до 17 лет,онлайн-школа,Россия / онлайн,https://pixel.study/,онлайн-запись/форма заявки,администратор/владелец (роль; персональные данные не собирались),https://pixel.study/,"лиды с рекламы/соцсетей задают повторяющиеся вопросы; бот может квалифицировать интерес, уровень и записать на пробный шаг",показать сценарий «цель обучения → уровень → удобное время → пробный урок/консультация»,5,new,lead-research-agent,,"Перед касанием вручную открыть публичный источник, подтвердить актуальность и использовать только approved outreach-script; сейчас не отправлять.",2026-06-13,,,,,,Публичный источник из web search; телефоны/email/имена не копировались.
L118,Уроки английского для начинающих в Нижнем Новгороде,онлайн-школа,Россия / онлайн,https://oxford-russia.ru/besplatniy-urok/,онлайн-запись/форма заявки,администратор/владелец (роль; персональные данные не собирались),https://oxford-russia.ru/besplatniy-urok/,"лиды с рекламы/соцсетей задают повторяющиеся вопросы; бот может квалифицировать интерес, уровень и записать на пробный шаг",показать сценарий «цель обучения → уровень → удобное время → пробный урок/консультация»,5,new,lead-research-agent,,"Перед касанием вручную открыть публичный источник, подтвердить актуальность и использовать только approved outreach-script; сейчас не отправлять.",2026-06-13,,,,,,Публичный источник из web search; телефоны/email/имена не копировались.
L119,Хекслет,онлайн-школа,Россия / онлайн,https://ru.hexlet.io/,онлайн-запись/форма заявки,администратор/владелец (роль; персональные данные не собирались),https://ru.hexlet.io/,"лиды с рекламы/соцсетей задают повторяющиеся вопросы; бот может квалифицировать интерес, уровень и записать на пробный шаг",показать сценарий «цель обучения → уровень → удобное время → пробный урок/консультация»,5,new,lead-research-agent,,"Перед касанием вручную открыть публичный источник, подтвердить актуальность и использовать только approved outreach-script; сейчас не отправлять.",2026-06-13,,,,,,Публичный источник из web search; телефоны/email/имена не копировались.
L120,Школа программирования для детей МШП,онлайн-школа,Россия / онлайн,https://informatics.ru/,онлайн-запись/форма заявки,администратор/владелец (роль; персональные данные не собирались),https://informatics.ru/,"лиды с рекламы/соцсетей задают повторяющиеся вопросы; бот может квалифицировать интерес, уровень и записать на пробный шаг",показать сценарий «цель обучения → уровень → удобное время → пробный урок/консультация»,5,new,lead-research-agent,,"Перед касанием вручную открыть публичный источник, подтвердить актуальность и использовать только approved outreach-script; сейчас не отправлять.",2026-06-13,,,,,,Публичный источник из web search; телефоны/email/имена не копировались.
